date,last_close,blended,gbm,ou,lstm,finbert_adjust_ref
2025-08-18,11.4399995803833,11.529187548464487,11.439511299889569,11.434114217153397,11.589347,11.4399995803833
2025-08-19,11.4399995803833,11.55990018803225,11.438833649284623,11.42823773045965,11.641325,11.4399995803833
2025-08-20,11.4399995803833,11.59744488167598,11.438963812874372,11.422332333316797,11.7046,11.4399995803833
2025-08-21,11.4399995803833,11.638777729421832,11.439292104867267,11.416447006584232,11.774168,11.4399995803833
2025-08-22,11.4399995803833,11.681775895377891,11.438775562217764,11.410616543262691,11.846617,11.4399995803833
2025-08-25,11.4399995803833,11.725258660462664,11.438772932982687,11.404836214045215,11.919803,11.4399995803833
2025-08-26,11.4399995803833,11.768500613533131,11.439224757128837,11.399110840278784,11.992524,11.4399995803833
2025-08-27,11.4399995803833,11.81107654201403,11.43899662633856,11.39341266624305,12.064219,11.4399995803833
2025-08-28,11.4399995803833,11.85295675038046,11.438895781008574,11.387800359858847,12.134731,11.4399995803833
2025-08-29,11.4399995803833,11.894143952592096,11.438576152264563,11.38218323003508,12.204117,11.4399995803833
2025-09-01,11.4399995803833,11.934744522182665,11.438186156563376,11.37653672767337,12.272539,11.4399995803833
2025-09-02,11.4399995803833,11.974937472197556,11.438448953505258,11.37103197824701,12.340179,11.4399995803833
2025-09-03,11.4399995803833,12.014742088708335,11.438503300387438,11.365482500430984,12.407207,11.4399995803833
2025-09-04,11.4399995803833,12.054265653602098,11.438677358152653,11.359958829247823,12.473747,11.4399995803833
2025-09-05,11.4399995803833,12.093524777320132,11.43838759116457,11.354536347773612,12.539895,11.4399995803833
2025-09-08,11.4399995803833,12.13258370255072,11.43817172540512,11.34908183011674,12.605702,11.4399995803833
2025-09-09,11.4399995803833,12.171440572326706,11.437698522721764,11.343663467006255,12.671203,11.4399995803833
2025-09-10,11.4399995803833,12.210155460477925,11.437662535217571,11.338266025861742,12.736409,11.4399995803833
2025-09-11,11.4399995803833,12.248697661758694,11.437648578637177,11.332923937936556,12.801317,11.4399995803833
2025-09-12,11.4399995803833,12.287086017446928,11.437941148247623,11.327617136201084,12.865925,11.4399995803833
2025-09-15,11.4399995803833,12.32528964584939,11.438173061523806,11.322373169279087,12.930225,11.4399995803833
2025-09-16,11.4399995803833,12.363316276298647,11.438569201085356,11.317122272148302,12.994211,11.4399995803833
2025-09-17,11.4399995803833,12.401113590369057,11.438493181650378,11.311876071102965,13.057875,11.4399995803833
2025-09-18,11.4399995803833,12.438760485699538,11.438945209939133,11.306665543307927,13.121215,11.4399995803833
2025-09-19,11.4399995803833,12.476161148822845,11.438706787957164,11.301510461767105,13.184228,11.4399995803833
2025-09-22,11.4399995803833,12.513351661269219,11.438296649833072,11.296340373362188,13.246914,11.4399995803833
2025-09-23,11.4399995803833,12.550409953367947,11.438662925945918,11.291245763594963,13.30927,11.4399995803833
2025-09-24,11.4399995803833,12.587233909550914,11.438484465037941,11.286200184490939,13.371301,11.4399995803833
2025-09-25,11.4399995803833,12.623896512764668,11.438732424231166,11.281179899113353,13.433003,11.4399995803833
2025-09-26,11.4399995803833,12.660324925513732,11.438522522772358,11.276106827548201,13.494384,11.4399995803833
