date,Adj Close,Close,High,Low,Open,Volume,SMA_5,SMA_10,EMA_5,EMA_10,RSI_14,MACD,MACD_signal,Return
,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL,,,,,,,,
2024-11-25,232.04624938964844,232.8699951171875,233.25,229.74000549316406,231.4600067138672,90152800,229.70799865722657,227.91299896240236,230.0338122763094,228.7414157127192,69.00727286834021,0.48552235489506756,-0.18917532037660217,0.013050855108212911
2024-11-26,234.22850036621094,235.05999755859375,235.57000732421875,233.3300018310547,233.3300018310547,45986200,231.06399841308593,228.99599914550782,231.7092073704042,229.89024877560547,73.51372128508825,0.973023908181915,0.04326452533510125,0.009404399395912533
2024-11-27,234.09896850585938,234.92999267578125,235.69000244140625,233.80999755859375,234.47000122070312,33498400,232.2499969482422,229.97699890136718,232.78280247219655,230.8065658483647,67.2373825493404,1.333510218160285,0.30131366390013803,-0.000553071063399857
2024-11-29,236.490478515625,237.3300018310547,237.80999755859375,233.97000122070312,234.80999755859375,28481400,234.01199645996093,230.88799896240235,234.29853559181595,231.99264511794468,72.07319275425772,1.7921995364482086,0.5994908384097521,0.01021584825308186
2024-12-02,238.7424774169922,239.58999633789062,240.7899932861328,237.16000366210938,237.27000427246094,48137100,235.95599670410155,232.3469985961914,236.0623558405075,233.3739817033894,83.36228879142061,2.311432045208278,0.9418790797694574,0.009522582435425697
2024-12-03,241.79165649414062,242.64999389648438,242.75999450683594,238.89999389648438,239.80999755859375,38861000,237.91199645996093,233.80999755859375,238.25823519249982,235.06052937486118,85.31441118806164,2.9359994052334173,1.3407031448622495,0.01277180852859261
2024-12-04,242.15037536621094,243.00999450683594,244.11000061035156,241.25,242.8699951171875,44383900,239.5019958496094,235.28299713134766,239.84215496394523,236.50588667158382,85.00977935972816,3.4205921216887702,1.7566809402275536,0.0014836209330593153
2024-12-05,242.18028259277344,243.0399932861328,244.5399932861328,242.1300048828125,243.99000549316406,40033900,241.12399597167968,236.68699645996094,240.9081010713411,237.69390605604727,82.96262206863877,3.763670738095527,2.1580788998011484,0.00012344668933361724
2024-12-06,241.98098754882812,242.83999633789062,244.6300048828125,242.0800018310547,242.91000366210938,36870600,242.2259948730469,238.1189956665039,241.55206616019095,238.62955883456425,95.8376263398493,3.9736195187470855,2.521187023590336,-0.0008228972752098995
