date,last_close,blended,gbm,ou,lstm,finbert_adjust_ref
2025-08-18,96.11000061035156,98.68953035893726,96.1124787570285,96.00899802193143,100.42103,96.11000061035156
2025-08-19,96.11000061035156,99.13202722638368,96.1088078134038,95.90867199663191,101.17147,96.11000061035156
2025-08-20,96.11000061035156,99.80418857926064,96.1081510808246,95.80890804660952,102.30433,96.11000061035156
2025-08-21,96.11000061035156,100.58754570320183,96.11109094269659,95.70974452355232,103.62201,96.11000061035156
2025-08-22,96.11000061035156,101.41456584661574,96.11618842929283,95.6112014811182,105.01213,96.11000061035156
2025-08-25,96.11000061035156,102.24877302376964,96.11757802409348,95.51316364385247,106.41466,96.11000061035156
2025-08-26,96.11000061035156,103.07240159099783,96.11695958988058,95.41570247932468,107.79975,96.11000061035156
2025-08-27,96.11000061035156,103.87778009166102,96.1173525060696,95.3188616941075,109.154236,96.11000061035156
2025-08-28,96.11000061035156,104.66212203619493,96.11616379252123,95.22262865874254,110.473785,96.11000061035156
2025-08-29,96.11000061035156,105.42557272187877,96.11476697931317,95.12698152735082,111.75847,96.11000061035156
2025-09-01,96.11000061035156,106.16944293178241,96.1164794883307,95.03188697385848,113.01006,96.11000061035156
2025-09-02,96.11000061035156,106.89495982082605,96.11863022166806,94.93739176327034,114.23094,96.11000061035156
2025-09-03,96.11000061035156,107.60318444940118,96.1188258615099,94.8434254525035,115.42318,96.11000061035156
2025-09-04,96.11000061035156,108.29500411342941,96.11606308193517,94.75000747921266,116.5884,96.11000061035156
2025-09-05,96.11000061035156,108.9717606002913,96.11837260923036,94.65714369453823,117.7278,96.11000061035156
2025-09-08,96.11000061035156,109.63372023885024,96.12454335063563,94.56476203453893,118.84198,96.11000061035156
2025-09-09,96.11000061035156,110.28040140837889,96.12613950221647,94.47301506151157,119.931206,96.11000061035156
2025-09-10,96.11000061035156,110.91187980373839,96.12401412630318,94.3818107820145,120.9955,96.11000061035156
2025-09-11,96.11000061035156,111.52863001426329,96.12664544211646,94.29113845438185,122.03458,96.11000061035156
2025-09-12,96.11000061035156,112.12975758544921,96.1250976047906,94.2010115479097,123.04808,96.11000061035156
2025-09-15,96.11000061035156,112.71578070552623,96.12954058617784,94.11138013155919,124.03558,96.11000061035156
2025-09-16,96.11000061035156,113.28574006178209,96.13102200538427,94.02234392134996,124.99661,96.11000061035156
2025-09-17,96.11000061035156,113.83943166793685,96.13010245051947,93.93381883848123,125.93079,96.11000061035156
2025-09-18,96.11000061035156,114.37703102324248,96.13254462295157,93.84584222269402,126.83763,96.11000061035156
2025-09-19,96.11000061035156,114.89781437593953,96.13081924200438,93.75837027416976,127.71693,96.11000061035156
2025-09-22,96.11000061035156,115.402190565162,96.13253883918091,93.6714387164929,128.56836,96.11000061035156
2025-09-23,96.11000061035156,115.88973931863141,96.13316153836804,93.58498488089758,129.39183,96.11000061035156
2025-09-24,96.11000061035156,116.3605240007561,96.13387797845435,93.49905494713983,130.18729,96.11000061035156
2025-09-25,96.11000061035156,116.81439224012091,96.13265991580279,93.4136517631146,130.95473,96.11000061035156
2025-09-26,96.11000061035156,117.25200645453877,96.13692906629346,93.32870437745862,131.69432,96.11000061035156
