date,Adj Close,Close,High,Low,Open,Volume,SMA_5,SMA_10,EMA_5,EMA_10,RSI_14,MACD,MACD_signal,Return
,SCHW,SCHW,SCHW,SCHW,SCHW,SCHW,,,,,,,,
2024-11-25,81.01001739501953,81.7699966430664,82.4000015258789,81.11000061035156,81.93000030517578,13029300,80.89600067138672,80.31400070190429,81.00049844719958,79.80644264318794,79.02331030260589,3.148926692179998,2.923395414501675,0.0062760828627710374
2024-11-26,81.48555755615234,82.25,82.33000183105469,81.2300033569336,81.7699966430664,5120900,81.30800018310546,80.72000045776367,81.41699896479972,80.25072579897194,73.1152244974149,3.15199057094722,2.969114445790784,0.005870164811536682
2024-11-27,81.83230590820312,82.5999984741211,82.66000366210938,81.79000091552734,82.0,3977400,81.73600006103516,81.15500030517578,81.81133213457352,80.6778662853627,89.85631837356449,3.1463910314959094,3.0045697629318093,0.0042553005972170155
2024-11-29,81.9908218383789,82.76000213623047,83.3499984741211,82.63999938964844,82.86000061035156,3201600,82.12799987792968,81.4120002746582,82.12755546845918,81.05643644006592,89.34282829788532,3.1189114447835777,3.0274380993021635,0.001937090376091355
2024-12-02,80.63355255126953,81.38999938964844,83.05000305175781,81.33999633789062,82.75,5658500,82.15399932861328,81.4870002746582,81.88170344218894,81.11708424908093,70.39170962595752,2.9525507352983027,3.0124606265013916,-0.01655392352850449
2024-12-03,80.3660659790039,81.12000274658203,81.97000122070312,80.87999725341797,81.77999877929688,4840200,82.02400054931641,81.46000061035156,81.62780321031997,81.11761488499022,67.01511436569197,2.767025652519095,2.9633736317049326,-0.003317319634981386
2024-12-04,80.75244140625,81.51000213623047,81.69000244140625,80.19000244140625,80.68000030517578,6035200,81.8760009765625,81.59200057983398,81.58853618562347,81.18895802157935,68.23268472063513,2.6212492494871924,2.8949487552613844,0.00480768462085468
2024-12-05,81.04964447021484,81.80999755859375,82.2300033569336,80.0,80.01000213623047,6796600,81.71800079345704,81.7270004272461,81.66235664328023,81.3018743010365,61.095875521517016,2.5010964403545586,2.8161782922800196,0.0036804737394300346
2024-12-06,80.71280670166016,81.47000122070312,82.16999816894531,81.41000366210938,81.69000244140625,5071300,81.46000061035156,81.79400024414062,81.59823816908786,81.33244283188498,55.771928446975075,2.3513348855573355,2.7232096109354833,-0.0041559265131027034
2024-12-09,80.75244140625,81.51000213623047,82.81999969482422,80.94999694824219,82.47000122070312,9564300,81.48400115966797,81.81900024414062,81.56882615813541,81.36472634176597,50.925948819384345,2.210395451150788,2.6206467789785446,0.0004909895044555856
2024-12-10,81.5549087524414,82.31999969482422,83.12999725341797,81.2300033569336,81.5999984741211,5923400,81.7240005493164,81.8740005493164,81.81921733703169,81.53841240595837,67.48769460316427,2.1393983154648026,2.5243970862757963,0.009937400777391359
2024-12-11,81.64407348632812,82.41000366210938,82.72000122070312,81.91999816894531,82.5,6323800,81.90400085449218,81.89000091552734,82.01614611205758,81.69688354344036,66.49751173133154,2.066572975033097,2.4328322640272564,0.001093342658148977
2024-12-12,82.0799789428711,82.8499984741211,83.30000305175781,82.4000015258789,82.76000213623047,7469400,82.11200103759765,81.91500091552734,82.2940968994121,81.90654080356413,67.05490764096322,2.0210646964504235,2.35047875051189,0.00533909467855076
2024-12-13,78.80075073242188,79.54000091552734,83.08000183105469,78.70999908447266,83.04000091552734,14089400,81.7260009765625,81.59300079345704,81.37606490478385,81.47626082392108,40.29343078767171,1.6983325966308627,2.220049519735684,-0.039951691243876764
2024-12-16,77.21562194824219,77.94000244140625,79.98999786376953,77.66999816894531,79.98999786376953,12313800,81.01200103759766,81.24800109863281,80.23071075032465,80.83330475437293,30.753777321121177,1.2984903883337466,2.035737693455297,-0.020115645658846715
